"Reporting date","Name of health care institution","Region","District","address","EDRPOU code of health care institution","Latitude","Longitude","Hospitalization","Number of artificial respirating units in health care institution","Number of recovery cases among people with confirmed COVID-19 diagnosis during reporting interval","Number of beds adaptated for hospitalization of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection","Number of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection, whoes cases wait for laboratory confirmation","Number of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection, whoes cases registered during reported period","Number of peolple with confirmed COVID-19 diagnosis, affected by SARS-CoV-2 (2019-nCoV) coronavirus infection, under medical treatment","Number of people whoes COVID-19 diagnosis confirmed during reporting period","Number of fatal cases among people with confirmed COVID-19 diagnosis during reporting interval","State"
2020-02-29,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-02-29,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-01,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-01,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-02,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-02,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-03,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-03,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-04,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-04,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-05,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-05,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-06,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-06,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-07,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-07,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-08,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-08,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-09,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-09,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-10,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-10,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-11,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-11,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-12,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-12,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-13,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-13,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-14,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-14,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-15,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-15,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-16,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-16,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-17,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-17,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-18,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-18,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-19,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-19,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-20,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-20,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-21,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-21,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-22,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-22,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-23,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-23,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-24,"КНП «Долинська багатопрофільна лікарня» Долинської  районної ради Івано-Франківської області","Ivano-FrankIvska","Dolinskiy","m. Dolina, vul. Oksani Gritsey, 15","01993457","48.972304717","23.992965630",0,6,0,20,0,0,0,0,0,"Not found"
2020-03-24,"КНП «Рожнятівська ЦРЛ» Рожнятівської районної ради","Ivano-FrankIvska","RozhnyatIvskiy","smt. RozhnyatIv, vul. ShkIlna, 17","01993612","48.933955175","24.147874990",0,6,0,20,0,0,0,0,0,"Not found"
2020-02-08,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-02-09,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-02-10,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-02-11,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-02-12,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-02-13,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-02-14,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-02-15,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-02-16,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-02-17,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-02-18,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-02-19,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-02-20,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-02-21,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-02-22,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-02-23,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-02-24,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-02-25,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-02-26,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-02-27,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-02-28,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-02-29,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-03-01,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-03-02,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-03-03,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-03-07,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-03-08,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-03-09,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-03-10,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-03-11,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-03-12,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",0,6,0,170,0,0,0,0,0,"Not found"
2020-03-18,"КНП ""Городенківська центральна районна лікарня""","Ivano-FrankIvska","GorodenkIvskiy","m. Gorodenka, vul. Sheptitskogo, 24-E","01993428","48.664415124","25.491961338",1,6,0,10,0,0,0,0,0,"Not found"
2020-03-19,"КНП ""Городенківська центральна районна лікарня""","Ivano-FrankIvska","GorodenkIvskiy","m. Gorodenka, vul. Sheptitskogo, 24-E","01993428","48.664415124","25.491961338",1,6,0,10,0,0,0,0,0,"Not found"
2020-03-23,"КНП ""Городенківська центральна районна лікарня""","Ivano-FrankIvska","GorodenkIvskiy","m. Gorodenka, vul. Sheptitskogo, 24-E","01993428","48.664415124","25.491961338",1,6,0,10,0,0,0,0,0,"Not found"
2020-03-24,"КНП ""Городенківська центральна районна лікарня""","Ivano-FrankIvska","GorodenkIvskiy","m. Gorodenka, vul. Sheptitskogo, 24-E","01993428","48.664415124","25.491961338",1,6,0,10,0,0,0,0,0,"Not found"
2020-02-01,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",1,6,0,170,0,0,0,0,0,"Not found"
2020-02-02,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",1,6,0,170,0,0,0,0,0,"Not found"
2020-02-03,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",1,6,0,170,0,0,0,0,0,"Not found"
2020-02-04,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",1,6,0,170,0,0,0,0,0,"Not found"
2020-02-05,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",1,6,0,170,0,0,0,0,0,"Not found"
2020-02-06,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",1,6,0,170,0,0,0,0,0,"Not found"
2020-02-07,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",1,6,0,170,0,0,0,0,0,"Not found"
2020-03-13,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",2,6,0,170,0,0,0,0,0,"Not found"
2020-03-14,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",4,6,0,170,0,0,0,0,0,"Not found"
2020-03-15,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",5,6,0,170,0,0,0,0,0,"Not found"
2020-01-31,"КП ""Луцька міська клінічна лікарня""","Volinska",NA,"m. Lutsk, prosp. VIdrodzhennya, 13","01982985","50.74507","25.32008",0,0,0,0,0,0,0,0,0,"Not found"
2020-02-01,"КП ""Луцька міська клінічна лікарня""","Volinska",NA,"m. Lutsk, prosp. VIdrodzhennya, 13","01982985","50.74507","25.32008",0,0,0,0,0,0,0,0,0,"Not found"
2020-02-01,"КП ""Волинська обласна клінічна лікарня""","Volinska",NA,"m. Lutsk, prosp. Prezidenta Grushevskogo, 21","01983163","50.74507","25.32008",0,0,0,0,0,0,0,0,0,"Not found"
2020-02-01,"КНП ""Іваничівська центральна районна лікарня""","Volinska","IvanichIvskiy","smt. IvanichI, vul. Grushevskogo, 45","01982904","50.63777","24.35917",0,0,0,0,0,0,0,0,0,"Not found"
2020-02-02,"КП ""Луцька міська клінічна лікарня""","Volinska",NA,"m. Lutsk, prosp. VIdrodzhennya, 13","01982985","50.74507","25.32008",0,0,0,0,0,0,0,0,0,"Not found"
2020-02-02,"КП ""Волинська обласна клінічна лікарня""","Volinska",NA,"m. Lutsk, prosp. Prezidenta Grushevskogo, 21","01983163","50.74507","25.32008",0,0,0,0,0,0,0,0,0,"Not found"
2020-02-02,"КНП ""Іваничівська центральна районна лікарня""","Volinska","IvanichIvskiy","smt. IvanichI, vul. Grushevskogo, 45","01982904","50.63777","24.35917",0,0,0,0,0,0,0,0,0,"Not found"
2020-02-03,"КП ""Луцька міська клінічна лікарня""","Volinska",NA,"m. Lutsk, prosp. VIdrodzhennya, 13","01982985","50.74507","25.32008",0,0,0,0,0,0,0,0,0,"Not found"
2020-02-03,"КП ""Волинська обласна клінічна лікарня""","Volinska",NA,"m. Lutsk, prosp. Prezidenta Grushevskogo, 21","01983163","50.74507","25.32008",0,0,0,0,0,0,0,0,0,"Not found"
2020-02-03,"КНП ""Іваничівська центральна районна лікарня""","Volinska","IvanichIvskiy","smt. IvanichI, vul. Grushevskogo, 45","01982904","50.63777","24.35917",0,0,0,0,0,0,0,0,0,"Not found"
2020-02-04,"КП ""Луцька міська клінічна лікарня""","Volinska",NA,"m. Lutsk, prosp. VIdrodzhennya, 13","01982985","50.74507","25.32008",0,0,0,0,0,0,0,0,0,"Not found"
2020-02-04,"КП ""Волинська обласна клінічна лікарня""","Volinska",NA,"m. Lutsk, prosp. Prezidenta Grushevskogo, 21","01983163","50.74507","25.32008",0,0,0,0,0,0,0,0,0,"Not found"
2020-02-04,"КНП ""Іваничівська центральна районна лікарня""","Volinska","IvanichIvskiy","smt. IvanichI, vul. Grushevskogo, 45","01982904","50.63777","24.35917",0,0,0,0,0,0,0,0,0,"Not found"
