"","Region","District","Name of health care institution","Health care institution address","Latitude","Longitude","Date and time of data actuality (end of reporting interval)","Reporting date","EDRPOU code of health care institution","Number of artificial respirating units in health care institution","Кількість випадків одужання серед осіб із підтвердженим діагнозом COVID-19 протягом звітного періоду","Number of recovery cases among people with confirmed COVID-19 diagnosis during reporting interval","Number of beds adaptated for hospitalization of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection","Number of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection, whoes cases wait for laboratory confirmation","Number of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection, whoes cases registered during reported period","Number of peolple with confirmed COVID-19 diagnosis, affected by SARS-CoV-2 (2019-nCoV) coronavirus infection, who refused hospitalization","Number of peolple with confirmed COVID-19 diagnosis, affected by SARS-CoV-2 (2019-nCoV) coronavirus infection, under medical treatment","Number of peolple with confirmed COVID-19 diagnosis, who refused hospitalization during reporting inteval","Number of people whoes COVID-19 diagnosis confirmed during reporting period","Number of fatal cases among people with confirmed COVID-19 diagnosis during reporting interval","Note","State"
"581","Івано-Франківська","Снятинський","КНП ""Заболотівська районна лікарня""","смт. Заболотів, вул. Б.Хмельницького, 10","48.468603515","25.284909822",2020-03-04 09:00:00,2020-03-03,"01993629",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"582","Івано-Франківська","-","Коломийська районна інфекційна лікарня","м. Коломия, вул. Симона Петлюри, 66","48.536837196","25.045357525",2020-03-04 09:00:00,2020-03-03,"31575286",0,0,0,60,0,0,0,0,0,0,0,NA,"Не виявлено"
"583","Івано-Франківська","-","КНП ""Районна лікарня Калуської районної ради""","м. Калуш, вул. Каракая, 25","49.018029815","24.350981701",2020-03-04 09:00:00,2020-03-03,"33271905",0,0,0,25,0,0,0,0,0,0,0,NA,"Не виявлено"
"584","Івано-Франківська","-","КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","м. Івано-Франківськ, вул. Гетьмана Сагайдачного, 66","48.938635828","24.719539985",2020-03-05 09:00:00,2020-03-04,"01993291",0,0,0,170,0,0,0,0,0,0,0,NA,"Не виявлено"
"585","Івано-Франківська","Богородчанський","КНП ""Богородчанська центральна районна лікарня""","смт. Богородчани, вул. Шевченка, 35","48.811562078","24.544454903",2020-03-05 09:00:00,2020-03-04,"01993351",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"586","Івано-Франківська","Верховинський","КНП ""Верховинська центральна районна лікарня""","смт. Верховина, вул. Невестюка, буд. 2","48.155450710","24.811645698",2020-03-05 09:00:00,2020-03-04,"01993374",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"587","Івано-Франківська","Долинський","КНП ""Долинська багатопрофільна лікарня""","м. Долина, вул. Оксани Грицей, 15","48.972304717","23.992965630",2020-03-05 09:00:00,2020-03-04,"01993457",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"588","Івано-Франківська","Косівський","КНП ""Косівська центральна районна лікарня""","м. Косів, пров. Шевченка, 27","48.320447474","25.110282902",2020-03-05 09:00:00,2020-03-04,"01993546",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"589","Івано-Франківська","-","КНП ""Яремчанська центральна міська лікарня""","м. Яремче, вул. Довбуша, 5","48.429582000","24.576655019",2020-03-05 09:00:00,2020-03-04,"01993552",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"590","Івано-Франківська","Надвірнянський","КНП ""Надвірнянська центральна районна лікарня""","м. Надвірна, вул. Грушевського, 12","48.631076828","24.560301592",2020-03-05 09:00:00,2020-03-04,"01993575",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"591","Івано-Франківська","Рожнятівський","КНП ""Рожнятівська центральна районна лікарня""","смт. Рожнятів, вул. Шкільна, 17","48.933955175","24.147874990",2020-03-05 09:00:00,2020-03-04,"01993612",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"592","Івано-Франківська","Снятинський","КНП ""Заболотівська районна лікарня""","смт. Заболотів, вул. Б.Хмельницького, 10","48.468603515","25.284909822",2020-03-05 09:00:00,2020-03-04,"01993629",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"593","Івано-Франківська","-","Коломийська районна інфекційна лікарня","м. Коломия, вул. Симона Петлюри, 66","48.536837196","25.045357525",2020-03-05 09:00:00,2020-03-04,"31575286",0,0,0,60,0,0,0,0,0,0,0,NA,"Не виявлено"
"594","Івано-Франківська","-","КНП ""Районна лікарня Калуської районної ради""","м. Калуш, вул. Каракая, 25","49.018029815","24.350981701",2020-03-05 09:00:00,2020-03-04,"33271905",0,0,0,25,0,0,0,0,0,0,0,NA,"Не виявлено"
"595","Івано-Франківська","-","КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","м. Івано-Франківськ, вул. Гетьмана Сагайдачного, 66","48.938635828","24.719539985",2020-03-06 09:00:00,2020-03-05,"01993291",0,0,0,170,0,0,0,0,0,0,0,NA,"Не виявлено"
"596","Івано-Франківська","Богородчанський","КНП ""Богородчанська центральна районна лікарня""","смт. Богородчани, вул. Шевченка, 35","48.811562078","24.544454903",2020-03-06 09:00:00,2020-03-05,"01993351",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"597","Івано-Франківська","Верховинський","КНП ""Верховинська центральна районна лікарня""","смт. Верховина, вул. Невестюка, буд. 2","48.155450710","24.811645698",2020-03-06 09:00:00,2020-03-05,"01993374",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"598","Івано-Франківська","Долинський","КНП ""Долинська багатопрофільна лікарня""","м. Долина, вул. Оксани Грицей, 15","48.972304717","23.992965630",2020-03-06 09:00:00,2020-03-05,"01993457",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"599","Івано-Франківська","Косівський","КНП ""Косівська центральна районна лікарня""","м. Косів, пров. Шевченка, 27","48.320447474","25.110282902",2020-03-06 09:00:00,2020-03-05,"01993546",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"600","Івано-Франківська","-","КНП ""Яремчанська центральна міська лікарня""","м. Яремче, вул. Довбуша, 5","48.429582000","24.576655019",2020-03-06 09:00:00,2020-03-05,"01993552",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"601","Івано-Франківська","Надвірнянський","КНП ""Надвірнянська центральна районна лікарня""","м. Надвірна, вул. Грушевського, 12","48.631076828","24.560301592",2020-03-06 09:00:00,2020-03-05,"01993575",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"602","Івано-Франківська","Рожнятівський","КНП ""Рожнятівська центральна районна лікарня""","смт. Рожнятів, вул. Шкільна, 17","48.933955175","24.147874990",2020-03-06 09:00:00,2020-03-05,"01993612",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"603","Івано-Франківська","Снятинський","КНП ""Заболотівська районна лікарня""","смт. Заболотів, вул. Б.Хмельницького, 10","48.468603515","25.284909822",2020-03-06 09:00:00,2020-03-05,"01993629",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"604","Івано-Франківська","-","Коломийська районна інфекційна лікарня","м. Коломия, вул. Симона Петлюри, 66","48.536837196","25.045357525",2020-03-06 09:00:00,2020-03-05,"31575286",0,0,0,60,0,0,0,0,0,0,0,NA,"Не виявлено"
"605","Івано-Франківська","-","КНП ""Районна лікарня Калуської районної ради""","м. Калуш, вул. Каракая, 25","49.018029815","24.350981701",2020-03-06 09:00:00,2020-03-05,"33271905",0,0,0,25,0,0,0,0,0,0,0,NA,"Не виявлено"
"606","Івано-Франківська","-","КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","м. Івано-Франківськ, вул. Гетьмана Сагайдачного, 66","48.938635828","24.719539985",2020-03-10 09:00:00,2020-03-09,"01993291",0,0,0,170,0,0,0,0,0,0,0,NA,"Не виявлено"
"607","Івано-Франківська","Богородчанський","КНП ""Богородчанська центральна районна лікарня""","смт. Богородчани, вул. Шевченка, 35","48.811562078","24.544454903",2020-03-10 09:00:00,2020-03-09,"01993351",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"608","Івано-Франківська","Верховинський","КНП ""Верховинська центральна районна лікарня""","смт. Верховина, вул. Невестюка, буд. 2","48.155450710","24.811645698",2020-03-10 09:00:00,2020-03-09,"01993374",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"609","Івано-Франківська","Долинський","КНП ""Долинська багатопрофільна лікарня""","м. Долина, вул. Оксани Грицей, 15","48.972304717","23.992965630",2020-03-10 09:00:00,2020-03-09,"01993457",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"610","Івано-Франківська","Косівський","КНП ""Косівська центральна районна лікарня""","м. Косів, пров. Шевченка, 27","48.320447474","25.110282902",2020-03-10 09:00:00,2020-03-09,"01993546",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"611","Івано-Франківська","-","КНП ""Яремчанська центральна міська лікарня""","м. Яремче, вул. Довбуша, 5","48.429582000","24.576655019",2020-03-10 09:00:00,2020-03-09,"01993552",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"612","Івано-Франківська","Надвірнянський","КНП ""Надвірнянська центральна районна лікарня""","м. Надвірна, вул. Грушевського, 12","48.631076828","24.560301592",2020-03-10 09:00:00,2020-03-09,"01993575",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"613","Івано-Франківська","Рожнятівський","КНП ""Рожнятівська центральна районна лікарня""","смт. Рожнятів, вул. Шкільна, 17","48.933955175","24.147874990",2020-03-10 09:00:00,2020-03-09,"01993612",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"614","Івано-Франківська","Снятинський","КНП ""Заболотівська районна лікарня""","смт. Заболотів, вул. Б.Хмельницького, 10","48.468603515","25.284909822",2020-03-10 09:00:00,2020-03-09,"01993629",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"615","Івано-Франківська","-","Коломийська районна інфекційна лікарня","м. Коломия, вул. Симона Петлюри, 66","48.536837196","25.045357525",2020-03-10 09:00:00,2020-03-09,"31575286",0,0,0,60,0,0,0,0,0,0,0,NA,"Не виявлено"
"616","Івано-Франківська","-","КНП ""Районна лікарня Калуської районної ради""","м. Калуш, вул. Каракая, 25","49.018029815","24.350981701",2020-03-10 09:00:00,2020-03-09,"33271905",0,0,0,25,0,0,0,0,0,0,0,NA,"Не виявлено"
"617","Івано-Франківська","-","КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","м. Івано-Франківськ, вул. Гетьмана Сагайдачного, 66","48.938635828","24.719539985",2020-03-11 09:00:00,2020-03-10,"01993291",0,0,0,170,0,0,0,0,0,0,0,NA,"Не виявлено"
"618","Івано-Франківська","Богородчанський","КНП ""Богородчанська центральна районна лікарня""","смт. Богородчани, вул. Шевченка, 35","48.811562078","24.544454903",2020-03-11 09:00:00,2020-03-10,"01993351",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"619","Івано-Франківська","Верховинський","КНП ""Верховинська центральна районна лікарня""","смт. Верховина, вул. Невестюка, буд. 2","48.155450710","24.811645698",2020-03-11 09:00:00,2020-03-10,"01993374",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"620","Івано-Франківська","Долинський","КНП ""Долинська багатопрофільна лікарня""","м. Долина, вул. Оксани Грицей, 15","48.972304717","23.992965630",2020-03-11 09:00:00,2020-03-10,"01993457",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"621","Івано-Франківська","Косівський","КНП ""Косівська центральна районна лікарня""","м. Косів, пров. Шевченка, 27","48.320447474","25.110282902",2020-03-11 09:00:00,2020-03-10,"01993546",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"622","Івано-Франківська","-","КНП ""Яремчанська центральна міська лікарня""","м. Яремче, вул. Довбуша, 5","48.429582000","24.576655019",2020-03-11 09:00:00,2020-03-10,"01993552",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"623","Івано-Франківська","Надвірнянський","КНП ""Надвірнянська центральна районна лікарня""","м. Надвірна, вул. Грушевського, 12","48.631076828","24.560301592",2020-03-11 09:00:00,2020-03-10,"01993575",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"624","Івано-Франківська","Рожнятівський","КНП ""Рожнятівська центральна районна лікарня""","смт. Рожнятів, вул. Шкільна, 17","48.933955175","24.147874990",2020-03-11 09:00:00,2020-03-10,"01993612",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"625","Івано-Франківська","Снятинський","КНП ""Заболотівська районна лікарня""","смт. Заболотів, вул. Б.Хмельницького, 10","48.468603515","25.284909822",2020-03-11 09:00:00,2020-03-10,"01993629",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"626","Івано-Франківська","-","Коломийська районна інфекційна лікарня","м. Коломия, вул. Симона Петлюри, 66","48.536837196","25.045357525",2020-03-11 09:00:00,2020-03-10,"31575286",0,0,0,60,0,0,0,0,0,0,0,NA,"Не виявлено"
"627","Івано-Франківська","-","КНП ""Районна лікарня Калуської районної ради""","м. Калуш, вул. Каракая, 25","49.018029815","24.350981701",2020-03-11 09:00:00,2020-03-10,"33271905",0,0,0,25,0,0,0,0,0,0,0,NA,"Не виявлено"
"628","Івано-Франківська","-","КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","м. Івано-Франківськ, вул. Гетьмана Сагайдачного, 66","48.938635828","24.719539985",2020-03-12 09:00:00,2020-03-11,"01993291",0,0,0,170,0,0,0,0,0,0,0,NA,"Не виявлено"
"629","Івано-Франківська","Богородчанський","КНП ""Богородчанська центральна районна лікарня""","смт. Богородчани, вул. Шевченка, 35","48.811562078","24.544454903",2020-03-12 09:00:00,2020-03-11,"01993351",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"630","Івано-Франківська","Верховинський","КНП ""Верховинська центральна районна лікарня""","смт. Верховина, вул. Невестюка, буд. 2","48.155450710","24.811645698",2020-03-12 09:00:00,2020-03-11,"01993374",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"631","Івано-Франківська","Долинський","КНП ""Долинська багатопрофільна лікарня""","м. Долина, вул. Оксани Грицей, 15","48.972304717","23.992965630",2020-03-12 09:00:00,2020-03-11,"01993457",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"632","Івано-Франківська","Косівський","КНП ""Косівська центральна районна лікарня""","м. Косів, пров. Шевченка, 27","48.320447474","25.110282902",2020-03-12 09:00:00,2020-03-11,"01993546",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"633","Івано-Франківська","-","КНП ""Яремчанська центральна міська лікарня""","м. Яремче, вул. Довбуша, 5","48.429582000","24.576655019",2020-03-12 09:00:00,2020-03-11,"01993552",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"634","Івано-Франківська","Надвірнянський","КНП ""Надвірнянська центральна районна лікарня""","м. Надвірна, вул. Грушевського, 12","48.631076828","24.560301592",2020-03-12 09:00:00,2020-03-11,"01993575",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"635","Івано-Франківська","Рожнятівський","КНП ""Рожнятівська центральна районна лікарня""","смт. Рожнятів, вул. Шкільна, 17","48.933955175","24.147874990",2020-03-12 09:00:00,2020-03-11,"01993612",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"636","Івано-Франківська","Снятинський","КНП ""Заболотівська районна лікарня""","смт. Заболотів, вул. Б.Хмельницького, 10","48.468603515","25.284909822",2020-03-12 09:00:00,2020-03-11,"01993629",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"637","Івано-Франківська","-","Коломийська районна інфекційна лікарня","м. Коломия, вул. Симона Петлюри, 66","48.536837196","25.045357525",2020-03-12 09:00:00,2020-03-11,"31575286",0,0,0,60,0,0,0,0,0,0,0,NA,"Не виявлено"
"638","Івано-Франківська","-","КНП ""Районна лікарня Калуської районної ради""","м. Калуш, вул. Каракая, 25","49.018029815","24.350981701",2020-03-12 09:00:00,2020-03-11,"33271905",0,0,0,25,0,0,0,0,0,0,0,NA,"Не виявлено"
"639","Івано-Франківська","-","КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","м. Івано-Франківськ, вул. Гетьмана Сагайдачного, 66","48.938635828","24.719539985",2020-03-13 09:00:00,2020-03-12,"01993291",0,0,0,170,0,0,0,0,0,0,0,NA,"Не виявлено"
"640","Івано-Франківська","Богородчанський","КНП ""Богородчанська центральна районна лікарня""","смт. Богородчани, вул. Шевченка, 35","48.811562078","24.544454903",2020-03-13 09:00:00,2020-03-12,"01993351",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"641","Івано-Франківська","Верховинський","КНП ""Верховинська центральна районна лікарня""","смт. Верховина, вул. Невестюка, буд. 2","48.155450710","24.811645698",2020-03-13 09:00:00,2020-03-12,"01993374",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"642","Івано-Франківська","Долинський","КНП ""Долинська багатопрофільна лікарня""","м. Долина, вул. Оксани Грицей, 15","48.972304717","23.992965630",2020-03-13 09:00:00,2020-03-12,"01993457",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"643","Івано-Франківська","Косівський","КНП ""Косівська центральна районна лікарня""","м. Косів, пров. Шевченка, 27","48.320447474","25.110282902",2020-03-13 09:00:00,2020-03-12,"01993546",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"644","Івано-Франківська","-","КНП ""Яремчанська центральна міська лікарня""","м. Яремче, вул. Довбуша, 5","48.429582000","24.576655019",2020-03-13 09:00:00,2020-03-12,"01993552",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"645","Івано-Франківська","Надвірнянський","КНП ""Надвірнянська центральна районна лікарня""","м. Надвірна, вул. Грушевського, 12","48.631076828","24.560301592",2020-03-13 09:00:00,2020-03-12,"01993575",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"646","Івано-Франківська","Рожнятівський","КНП ""Рожнятівська центральна районна лікарня""","смт. Рожнятів, вул. Шкільна, 17","48.933955175","24.147874990",2020-03-13 09:00:00,2020-03-12,"01993612",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"647","Івано-Франківська","Снятинський","КНП ""Заболотівська районна лікарня""","смт. Заболотів, вул. Б.Хмельницького, 10","48.468603515","25.284909822",2020-03-13 09:00:00,2020-03-12,"01993629",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"648","Івано-Франківська","-","Коломийська районна інфекційна лікарня","м. Коломия, вул. Симона Петлюри, 66","48.536837196","25.045357525",2020-03-13 09:00:00,2020-03-12,"31575286",0,0,0,60,0,0,0,0,0,0,0,NA,"Не виявлено"
"649","Івано-Франківська","-","КНП ""Районна лікарня Калуської районної ради""","м. Калуш, вул. Каракая, 25","49.018029815","24.350981701",2020-03-13 09:00:00,2020-03-12,"33271905",0,0,0,25,0,0,0,0,0,0,0,NA,"Не виявлено"
"650","Івано-Франківська","-","КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","м. Івано-Франківськ, вул. Гетьмана Сагайдачного, 66","48.938635828","24.719539985",2020-03-14 09:00:00,2020-03-13,"01993291",0,0,0,170,0,0,0,0,0,0,0,NA,"Не виявлено"
"651","Івано-Франківська","Богородчанський","КНП ""Богородчанська центральна районна лікарня""","смт. Богородчани, вул. Шевченка, 35","48.811562078","24.544454903",2020-03-14 09:00:00,2020-03-13,"01993351",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"652","Івано-Франківська","Верховинський","КНП ""Верховинська центральна районна лікарня""","смт. Верховина, вул. Невестюка, буд. 2","48.155450710","24.811645698",2020-03-14 09:00:00,2020-03-13,"01993374",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"653","Івано-Франківська","Долинський","КНП ""Долинська багатопрофільна лікарня""","м. Долина, вул. Оксани Грицей, 15","48.972304717","23.992965630",2020-03-14 09:00:00,2020-03-13,"01993457",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"654","Івано-Франківська","Косівський","КНП ""Косівська центральна районна лікарня""","м. Косів, пров. Шевченка, 27","48.320447474","25.110282902",2020-03-14 09:00:00,2020-03-13,"01993546",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"655","Івано-Франківська","-","КНП ""Яремчанська центральна міська лікарня""","м. Яремче, вул. Довбуша, 5","48.429582000","24.576655019",2020-03-14 09:00:00,2020-03-13,"01993552",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"656","Івано-Франківська","Надвірнянський","КНП ""Надвірнянська центральна районна лікарня""","м. Надвірна, вул. Грушевського, 12","48.631076828","24.560301592",2020-03-14 09:00:00,2020-03-13,"01993575",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"657","Івано-Франківська","Рожнятівський","КНП ""Рожнятівська центральна районна лікарня""","смт. Рожнятів, вул. Шкільна, 17","48.933955175","24.147874990",2020-03-14 09:00:00,2020-03-13,"01993612",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"658","Івано-Франківська","Снятинський","КНП ""Заболотівська районна лікарня""","смт. Заболотів, вул. Б.Хмельницького, 10","48.468603515","25.284909822",2020-03-14 09:00:00,2020-03-13,"01993629",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"659","Івано-Франківська","-","Коломийська районна інфекційна лікарня","м. Коломия, вул. Симона Петлюри, 66","48.536837196","25.045357525",2020-03-14 09:00:00,2020-03-13,"31575286",0,0,0,60,0,0,0,0,0,0,0,NA,"Не виявлено"
"660","Івано-Франківська","-","КНП ""Районна лікарня Калуської районної ради""","м. Калуш, вул. Каракая, 25","49.018029815","24.350981701",2020-03-14 09:00:00,2020-03-13,"33271905",0,0,0,25,0,0,0,0,0,0,0,NA,"Не виявлено"
"661","Івано-Франківська","-","КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","м. Івано-Франківськ, вул. Гетьмана Сагайдачного, 66","48.938635828","24.719539985",2020-03-15 09:00:00,2020-03-14,"01993291",0,0,0,170,0,0,0,0,0,0,0,NA,"Не виявлено"
"662","Івано-Франківська","Богородчанський","КНП ""Богородчанська центральна районна лікарня""","смт. Богородчани, вул. Шевченка, 35","48.811562078","24.544454903",2020-03-15 09:00:00,2020-03-14,"01993351",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"663","Івано-Франківська","Верховинський","КНП ""Верховинська центральна районна лікарня""","смт. Верховина, вул. Невестюка, буд. 2","48.155450710","24.811645698",2020-03-15 09:00:00,2020-03-14,"01993374",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"664","Івано-Франківська","Долинський","КНП ""Долинська багатопрофільна лікарня""","м. Долина, вул. Оксани Грицей, 15","48.972304717","23.992965630",2020-03-15 09:00:00,2020-03-14,"01993457",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"665","Івано-Франківська","Косівський","КНП ""Косівська центральна районна лікарня""","м. Косів, пров. Шевченка, 27","48.320447474","25.110282902",2020-03-15 09:00:00,2020-03-14,"01993546",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"666","Івано-Франківська","-","КНП ""Яремчанська центральна міська лікарня""","м. Яремче, вул. Довбуша, 5","48.429582000","24.576655019",2020-03-15 09:00:00,2020-03-14,"01993552",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"667","Івано-Франківська","Надвірнянський","КНП ""Надвірнянська центральна районна лікарня""","м. Надвірна, вул. Грушевського, 12","48.631076828","24.560301592",2020-03-15 09:00:00,2020-03-14,"01993575",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"668","Івано-Франківська","Рожнятівський","КНП ""Рожнятівська центральна районна лікарня""","смт. Рожнятів, вул. Шкільна, 17","48.933955175","24.147874990",2020-03-15 09:00:00,2020-03-14,"01993612",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"669","Івано-Франківська","Снятинський","КНП ""Заболотівська районна лікарня""","смт. Заболотів, вул. Б.Хмельницького, 10","48.468603515","25.284909822",2020-03-15 09:00:00,2020-03-14,"01993629",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"670","Івано-Франківська","-","Коломийська районна інфекційна лікарня","м. Коломия, вул. Симона Петлюри, 66","48.536837196","25.045357525",2020-03-15 09:00:00,2020-03-14,"31575286",0,0,0,60,0,0,0,0,0,0,0,NA,"Не виявлено"
"671","Івано-Франківська","-","КНП ""Районна лікарня Калуської районної ради""","м. Калуш, вул. Каракая, 25","49.018029815","24.350981701",2020-03-15 09:00:00,2020-03-14,"33271905",0,0,0,25,0,0,0,0,0,0,0,NA,"Не виявлено"
"672","Івано-Франківська","-","КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","м. Івано-Франківськ, вул. Гетьмана Сагайдачного, 66","48.938635828","24.719539985",2020-03-16 09:00:00,2020-03-15,"01993291",0,0,0,170,0,0,0,0,0,0,0,NA,"Не виявлено"
"673","Івано-Франківська","Богородчанський","КНП ""Богородчанська центральна районна лікарня""","смт. Богородчани, вул. Шевченка, 35","48.811562078","24.544454903",2020-03-16 09:00:00,2020-03-15,"01993351",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"674","Івано-Франківська","Верховинський","КНП ""Верховинська центральна районна лікарня""","смт. Верховина, вул. Невестюка, буд. 2","48.155450710","24.811645698",2020-03-16 09:00:00,2020-03-15,"01993374",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"675","Івано-Франківська","Долинський","КНП ""Долинська багатопрофільна лікарня""","м. Долина, вул. Оксани Грицей, 15","48.972304717","23.992965630",2020-03-16 09:00:00,2020-03-15,"01993457",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"676","Івано-Франківська","-","КНП ""Районна лікарня Калуської районної ради""","м. Калуш, вул. Каракая, 25","49.018029815","24.350981701",2020-03-16 09:00:00,2020-03-15,"33271905",0,0,0,25,0,0,0,0,0,0,0,NA,"Не виявлено"
"677","Івано-Франківська","-","Коломийська районна інфекційна лікарня","м. Коломия, вул. Симона Петлюри, 66","48.536837196","25.045357525",2020-03-16 09:00:00,2020-03-15,"31575286",0,0,0,60,0,0,0,0,0,0,0,NA,"Не виявлено"
"678","Івано-Франківська","Косівський","КНП ""Косівська центральна районна лікарня""","м. Косів, пров. Шевченка, 27","48.320447474","25.110282902",2020-03-16 09:00:00,2020-03-15,"01993546",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"679","Івано-Франківська","Надвірнянський","КНП ""Надвірнянська центральна районна лікарня""","м. Надвірна, вул. Грушевського, 12","48.631076828","24.560301592",2020-03-16 09:00:00,2020-03-15,"01993575",0,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"680","Івано-Франківська","Рожнятівський","КНП ""Рожнятівська центральна районна лікарня""","смт. Рожнятів, вул. Шкільна, 17","48.933955175","24.147874990",2020-03-16 09:00:00,2020-03-15,"01993612",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"681","Івано-Франківська","Снятинський","КНП ""Заболотівська районна лікарня""","смт. Заболотів, вул. Б.Хмельницького, 10","48.468603515","25.284909822",2020-03-16 09:00:00,2020-03-15,"01993629",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"682","Івано-Франківська","-","КНП ""Яремчанська центральна міська лікарня""","м. Яремче, вул. Довбуша, 5","48.429582000","24.576655019",2020-03-16 09:00:00,2020-03-15,"01993552",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
